ID;Name;First_name;Last_name;Birthdate;Age;Age_int;Age_years;Residence_municipality;Residence_Province;Gender;Marital_status;Educational_attainment;Workforce;Professional_segment;Nr_missing_values;Contract_length
7652;Jeffrey van Ommen;Jeffrey;van Ommen;10-5-1994;24,814263;24;24 jaar;Ede;Gelderland;man;Ongehuwd;Mbo2 en mbo3;0;;0;1,86
7653;Patty  Antonides;Patty;Antonides;14-1-1970;49,14796541;49;49 jaar;Apeldoorn;Gelderland;vrouw;;Mbo4;;;2;18,95
7654;Yasmijn  Zweekhorst;Yasmijn;Zweekhorst;24-3-1991;27,9459476;27;27 jaar;Rotterdam;Zuid-Holland;vrouw;Ongehuwd;Hbo-, wo-bachelor;1;043 Administratief personeel;0;6,76
7655;Geerte  Sluijs;Geerte;Sluijs;6-6-1978;40,75307373;40;40 jaar;Wijk bij Duurstede;Utrecht;vrouw;Ongehuwd;Mbo4;1;105 Verzorgenden;0;1,56
7656;Natascha van Gisbergen;Natascha;van Gisbergen;29-12-2000;18,17217836;18;18 jaar;Amsterdam;Noord-Holland;;;;1;122 Hulpkrachten transport en logistiek;3;0,17
7657;Jeroen van Oeveren;Jeroen;van Oeveren;7-12-1967;51,25500314;51;51 jaar;Delfzijl;Groningen;;;;1;043 Administratief personeel;3;8,18
7658;Tuyet van Huffelen;Tuyet;van Huffelen;11-11-1996;22,30462946;22;22 jaar;Amstelveen;Noord-Holland;;;;;;4;2,74
7659;Pascal  Klein;Pascal;Klein;19-12-1973;45,21657487;45;45 jaar;Leudal;Limburg;man;Ongehuwd;Havo, vwo;1;101 Artsen, therapeuten en gespeciali...;0;3,3
7660;Bilal  Heijerman;Bilal;Heijerman;9-6-1949;69,76228898;69;69 jaar;Hengelo (O.);Overijssel;man;Gehuwd;Basisonderwijs;1;022 Vakspecialisten op artistiek en c.;0;2,95
7661;Laura  Maas;Laura;Maas;24-5-1985;33,78131776;33;33 jaar;Amsterdam;Noord-Holland;;;;;;4;13,83
7662;Joery  Kalkman;Joery;Kalkman;22-6-1998;20,69544917;20;20 jaar;Deventer;Overijssel;;;;;;4;2,12
7663;Marinus  Aspers;Marinus;Aspers;24-12-1985;33,19588888;33;33 jaar;Amsterdam;Noord-Holland;man;Ongehuwd;Mbo2 en mbo3;1;103 Vakspecialisten gezondheidszorg;0;1,14
7664;Hasret  Rosier;Hasret;Rosier;27-12-1967;51,2023322;51;51 jaar;Purmerend;Noord-Holland;vrouw;Gehuwd;Basisonderwijs;0;;0;1,64
7665;Anne-Fleur van Loon;Anne-Fleur;van Loon;11-9-1986;32,47958008;32;32 jaar;Nijmegen;Gelderland;vrouw;Ongehuwd;Hbo-, wo-bachelor;1;111 Medewerkers persoonlijke dienstve...;0;2,87
7666;Twan  Woudenberg;Twan;Woudenberg;22-5-1992;26,78332828;26;26 jaar;Assen;Drenthe;;;;;;4;0,32
7667;Stacey  Schellens;Stacey;Schellens;6-9-1970;48,5061063;48;48 jaar;Harderwijk;Gelderland;vrouw;Ongehuwd;Hbo-, wo-master, doctor;0;;0;8,23
7668;Robert  Scholten;Robert;Scholten;23-2-1975;44,037837;44;44 jaar;Roosendaal;Noord-Brabant;man;;;1;031 Adviseurs marketing, public relat.;2;2,26
7669;Muhammet van der Leer;Muhammet;van der Leer;26-2-1945;74,04739187;74;74 jaar;Utrecht (gemeente);Utrecht;man;;;;;3;4,86
7670;Kimberley van de Geest;Kimberley;van de Geest;6-3-1948;71,02280457;71;71 jaar;Beesel;Limburg;vrouw;;;;;3;1
7671;Anne van Die;Anne;van Die;14-6-1982;36,72618744;36;36 jaar;Schouwen-Duiveland;Zeeland;vrouw;;Hbo-, wo-bachelor;;;2;0,58
7672;Giovanni  Kuivenhoven;Giovanni;Kuivenhoven;5-12-1936;82,28091485;82;82 jaar;Bloemendaal;Noord-Holland;man;;;0;;2;2,12
7673;Stef  Timmermans;Stef;Timmermans;20-11-1959;59,30948978;59;59 jaar;Amsterdam;Noord-Holland;;;;;;4;2,08
7674;Idris  Haagmans;Idris;Haagmans;26-7-1993;25,60424989;25;25 jaar;Rotterdam;Zuid-Holland;man;Ongehuwd;Hbo-, wo-bachelor;0;;0;0,75
7675;Randy  Klein;Randy;Klein;2-5-1961;57,85913488;57;57 jaar;Neerijnen;Gelderland;anders;Gescheiden;Hbo-, wo-bachelor;1;111 Medewerkers persoonlijke dienstve...;0;1,98
7676;Lisa  Mols;Lisa;Mols;18-2-1952;67,0667423;67;67 jaar;Enschede;Overijssel;vrouw;Gehuwd;Vmbo-g/t, havo-, vwo-onderbouw;0;;0;22,49
7677;Albertus  Verhoeff;Albertus;Verhoeff;31-8-1987;31,51134065;31;31 jaar;Leeuwarden;Friesland;man;Ongehuwd;Havo, vwo;1;043 Administratief personeel;0;7,07
7678;Sander van Gemert;Sander;van Gemert;31-1-1966;53,10462806;53;53 jaar;Groningen (gemeente);Groningen;;;;;;4;0,24
7679;Sharona van der Pluijm;Sharona;van der Pluijm;3-1-1958;61,18873764;61;61 jaar;Woerden;Utrecht;vrouw;;Havo, vwo;1;112 Schoonmakers en keukenhulpen;1;1,64
7680;Alexandra  Leurink;Alexandra;Leurink;17-8-1951;67,57269304;67;67 jaar;Amsterdam;Noord-Holland;;;;;;4;15,53
7681;Adrianus van den Bor;Adrianus;van den Bor;11-9-1957;61,49941918;61;61 jaar;Haarlemmermeer;Noord-Holland;man;Gehuwd;Mbo2 en mbo3;0;;0;4,59
7682;Nina de Haas;Nina;de Haas;31-7-1976;42,60244128;42;42 jaar;Epe;Gelderland;vrouw;Ongehuwd;Mbo2 en mbo3;1;042 Vakspecialisten bedrijfsbeheer en...;0;7,31
7683;Céline  Versnel;Céline;Versnel;5-2-1971;48,0879807;48;48 jaar;Oss;Noord-Brabant;;;;;;4;2,53
7684;Bridget  Beerkens;Bridget;Beerkens;27-9-1993;25,43165273;25;25 jaar;Alkmaar;Noord-Holland;vrouw;Ongehuwd;Hbo-, wo-master, doctor;;;1;3,59
7685;Anouk  Ouwehand;Anouk;Ouwehand;5-12-1923;95,29261169;95;95 jaar;Rotterdam;Zuid-Holland;vrouw;Gescheiden;Vmbo-b/k, mbo1;0;;0;0,73
7686;Selena  Mesman;Selena;Mesman;20-5-1996;22,78540362;22;22 jaar;Enschede;Overijssel;vrouw;;Vmbo-g/t, havo-, vwo-onderbouw;1;111 Medewerkers persoonlijke dienstve...;1;2,83
7687;Dylan  Kuijs;Dylan;Kuijs;5-9-1928;90,53478147;90;90 jaar;Westland;Zuid-Holland;man;Verweduwd;Hbo-, wo-master, doctor;0;;0;1,64
7688;Elsemieke  Bieshaar;Elsemieke;Bieshaar;2-8-1979;39,59543345;39;39 jaar;Utrecht (gemeente);Utrecht;vrouw;;;;;3;0,16
7689;Michael  Helsloot;Michael;Helsloot;24-5-1992;26,77758311;26;26 jaar;Drimmelen;Noord-Brabant;man;Ongehuwd;Hbo-, wo-bachelor;1;131 Beroepssegment overig;0;8,2
7690;Jan  Koopmans;Jan;Koopmans;20-6-1994;24,70263196;24;24 jaar;Schagen;Noord-Holland;man;Ongehuwd;Havo, vwo;1;122 Hulpkrachten transport en logistiek;0;0,67
7691;Mirre  Hegeman;Mirre;Hegeman;11-1-1966;53,16079745;53;53 jaar;Nunspeet;Gelderland;vrouw;Gehuwd;Mbo2 en mbo3;1;013 Leidsters kinderopvang en onderwi.;0;0,14
7692;Linde  Albers;Linde;Albers;24-3-1980;38,95277952;38;38 jaar;Maasgouw;Limburg;vrouw;Gescheiden;Vmbo-g/t, havo-, vwo-onderbouw;1;032 Vertegenwoordigers en inkopers;0;0,52
7693;Govert  Leijten;Govert;Leijten;29-5-1972;46,77583241;46;46 jaar;Nijmegen;Gelderland;man;Ongehuwd;Vmbo-g/t, havo-, vwo-onderbouw;1;081 Specialisten ICT;0;2,31
7694;Hesther  Hagen;Hesther;Hagen;7-6-1946;72,77232535;72;72 jaar;Nijmegen;Gelderland;vrouw;;Hbo-, wo-bachelor;0;;1;1,05
7695;Sandra  Bressers;Sandra;Bressers;4-4-1956;62,93856538;62;62 jaar;De Wolden;Drenthe;vrouw;Gescheiden;Vmbo-b/k, mbo1;0;;0;0,35
7696;Elles  Dekker;Elles;Dekker;15-2-1978;41,05611004;41;41 jaar;Alkmaar;Noord-Holland;;;;;;4;21,19
7697;Luca  Rutgers;Luca;Rutgers;17-3-1998;20,96101005;20;20 jaar;Veenendaal;Utrecht;man;;Mbo2 en mbo3;;;2;2,38
7698;Loek  Leeflang;Loek;Leeflang;3-9-1974;44,51227397;44;44 jaar;Hengelo (O.);Overijssel;man;Gehuwd;Mbo4;1;073 Bouwarbeiders;0;1
7699;Virginia  Kerkvliet;Virginia;Kerkvliet;3-7-1950;68,69785286;68;68 jaar;'s-Gravenhage (gemeente);Zuid-Holland;;Gehuwd;Hbo-, wo-bachelor;;;2;4,98
7700;Sandra  Leurs;Sandra;Leurs;27-6-1956;62,70956702;62;62 jaar;Waadhoeke;Friesland;vrouw;Gehuwd;Vmbo-b/k, mbo1;1;011 Docenten;0;5,05
7701;Nicky van Kuijk;Nicky;van Kuijk;17-5-1942;76,83035523;76;76 jaar;Nunspeet;Gelderland;vrouw;Gehuwd;Mbo2 en mbo3;0;;0;6,15
7702;Philip  Eskes;Philip;Eskes;17-3-1979;39,97304289;39;39 jaar;Leiden;Zuid-Holland;man;Ongehuwd;Mbo2 en mbo3;1;072 Vakspecialisten natuur en techniek;0;1
7703;Walid  Hilberts;Walid;Hilberts;25-11-1971;47,28587323;47;47 jaar;Doetinchem;Gelderland;man;Gescheiden;Vmbo-g/t, havo-, vwo-onderbouw;1;041 Specialisten bedrijfsbeheer en ad.;0;17,35
7704;Inge  Roomer;Inge;Roomer;30-12-1971;47,19125355;47;47 jaar;Neerijnen;Gelderland;vrouw;Gehuwd;Mbo4;1;111 Medewerkers persoonlijke dienstve...;0;8,15
7705;Valentina  Francke;Valentina;Francke;16-6-1972;46,72713491;46;46 jaar;Doetinchem;Gelderland;vrouw;Gehuwd;Hbo-, wo-master, doctor;1;131 Beroepssegment overig;0;0,98
7706;Kiet  Hoogveld;Kiet;Hoogveld;4-5-1955;63,859705;63;63 jaar;Amsterdam;Noord-Holland;;;;;;4;2,68
7707;Jeffrey van Ansem;Jeffrey;van Ansem;7-6-1964;54,75878387;54;54 jaar;Kaag en Braassem;Zuid-Holland;;;;;;4;0,91
7708;Djoeke  Lourens;Djoeke;Lourens;23-7-1984;34,61711814;34;34 jaar;Amsterdam;Noord-Holland;vrouw;;Hbo-, wo-bachelor;;;2;4,73
7709;Sasja  Kapteijn;Sasja;Kapteijn;21-8-1971;47,55057274;47;47 jaar;Purmerend;Noord-Holland;vrouw;Ongehuwd;Mbo2 en mbo3;1;043 Administratief personeel;0;3,06
7710;Judith  Lenssen;Judith;Lenssen;24-5-1927;91,82367832;91;91 jaar;Veendam;Groningen;vrouw;Verweduwd;Vmbo-b/k, mbo1;0;;0;1,64
7711;Ernst  Vervoort;Ernst;Vervoort;27-6-1945;73,71535991;73;73 jaar;Hardenberg;Overijssel;man;Gehuwd;Mbo2 en mbo3;0;;0;1,89
7712;Pieter  Legierse;Pieter;Legierse;27-9-1959;59,45672832;59;59 jaar;Zundert;Noord-Brabant;man;Gehuwd;Havo, vwo;1;131 Beroepssegment overig;0;0,05
7713;Loes van Beek;Loes;van Beek;23-6-1964;54,71256686;54;54 jaar;Bergen (NH.);Noord-Holland;vrouw;Gehuwd;Hbo-, wo-master, doctor;1;041 Specialisten bedrijfsbeheer en ad.;0;0,19
7714;Wiebe  Schuiling;Wiebe;Schuiling;11-4-1983;35,90295359;35;35 jaar;Maasgouw;Limburg;;;;;;4;9,7
7715;Bob  Houtman;Bob;Houtman;31-5-1997;21,75507955;21;21 jaar;Harderwijk;Gelderland;man;;;;;3;3,18
7716;Ramon  Naber;Ramon;Naber;14-11-1956;62,32480861;62;62 jaar;Sint-Michielsgestel;Noord-Brabant;;;;;;4;20,24
7717;Christel de Mooij;Christel;de Mooij;28-6-1947;71,71389643;71;71 jaar;Renkum;Gelderland;vrouw;Gehuwd;;0;;1;2,61
7718;Britt  Kessels;Britt;Kessels;9-7-2000;18,64510404;18;18 jaar;Ermelo;Gelderland;;;;;;4;0,07
7719;Ella  Hekman;Ella;Hekman;19-7-1991;27,62507905;27;27 jaar;Apeldoorn;Gelderland;vrouw;Ongehuwd;Mbo2 en mbo3;1;043 Administratief personeel;0;1,19
7720;Merel  Dirven;Merel;Dirven;9-12-1978;40,24354269;40;40 jaar;Veendam;Groningen;vrouw;Gehuwd;Hbo-, wo-master, doctor;1;022 Vakspecialisten op artistiek en c.;0;7,32
7721;Aron  Oosterveld;Aron;Oosterveld;16-7-1966;52,6514564;52;52 jaar;Oegstgeest;Zuid-Holland;man;Gehuwd;Havo, vwo;1;071 Ingenieurs en onderzoekers wis.;0;1,64
7722;Merel  Heijnen;Merel;Heijnen;3-9-1953;65,52476129;65;65 jaar;Best;Noord-Brabant;vrouw;;;;;3;20,49
7723;Sultan  Rorije;Sultan;Rorije;28-6-1957;61,70523036;61;61 jaar;'s-Gravenhage (gemeente);Zuid-Holland;;;Havo, vwo;;;3;19,4
7724;Thijs  Ya?ar;Thijs;Ya?ar;23-2-2001;18,01883487;18;18 jaar;Staphorst;Overijssel;man;Ongehuwd;Basisonderwijs;1;073 Bouwarbeiders;0;0,02
7725;Jack  Laanstra;Jack;Laanstra;6-6-1982;36,75004753;36;36 jaar;Renkum;Gelderland;man;Ongehuwd;Havo, vwo;1;041 Specialisten bedrijfsbeheer en ad.;0;1,25
7726;Deborah  Jansen;Deborah;Jansen;29-10-1988;30,34630214;30;30 jaar;Rotterdam;Zuid-Holland;vrouw;Ongehuwd;;;;2;1,83
7727;Bianca van Lith;Bianca;van Lith;1-1-1985;34,17263683;34;34 jaar;Utrecht (gemeente);Utrecht;vrouw;Ongehuwd;Hbo-, wo-master, doctor;1;061 Overheidsambtenaren en -bestuurders;0;0,51
7728;Sandra  Meijers;Sandra;Meijers;4-3-1965;54,01773955;54;54 jaar;'s-Gravenhage (gemeente);Zuid-Holland;vrouw;Gescheiden;Mbo4;1;081 Specialisten ICT;0;18,58
7729;Yentl van Hees;Yentl;van Hees;15-4-1942;76,91891605;76;76 jaar;Hellevoetsluis;Zuid-Holland;vrouw;Gescheiden;Vmbo-b/k, mbo1;0;;0;9,98
7730;Hakima  Sturkenboom;Hakima;Sturkenboom;10-8-1940;78,59815833;78;78 jaar;Enschede;Overijssel;vrouw;Gehuwd;Hbo-, wo-bachelor;0;;0;2,35
7731;Dirk van de Ven;Dirk;van de Ven;22-5-1961;57,80363798;57;57 jaar;Horst aan de Maas;Limburg;man;;;;;3;10,34
7732;Semanur  Lousberg;Semanur;Lousberg;8-1-1976;43,16295338;43;43 jaar;Steenbergen;Noord-Brabant;;;Hbo-, wo-master, doctor;;;3;1,35
7733;Noortje  Houben;Noortje;Houben;26-12-1948;70,21479718;70;70 jaar;Nijmegen;Gelderland;vrouw;Ongehuwd;Mbo2 en mbo3;0;;0;0,33
7734;Sebastiaan  Bergsma;Sebastiaan;Bergsma;21-2-1976;43,04324811;43;43 jaar;Oosterhout;Noord-Brabant;man;Gehuwd;;;;2;1,47
7735;Everdina  Smit;Everdina;Smit;12-4-1975;43,90614724;43;43 jaar;Amsterdam;Noord-Holland;vrouw;;Hbo-, wo-bachelor;;;2;21,06
7736;Berjan  Kooij;Berjan;Kooij;1-7-1941;77,70925111;77;77 jaar;Steenbergen;Noord-Brabant;man;;;0;;2;0,47
7737;Dave van Elst;Dave;van Elst;19-3-1978;40,9685712;40;40 jaar;Hollands Kroon;Noord-Holland;man;Ongehuwd;Vmbo-b/k, mbo1;;;1;2,02
7738;Ebony  Kuijt;Ebony;Kuijt;23-9-1956;62,46743773;62;62 jaar;Hoorn;Noord-Holland;vrouw;;Havo, vwo;0;;1;21,74
7739;Machiel  Hoekman;Machiel;Hoekman;19-6-1979;39,71585492;39;39 jaar;Veere;Zeeland;man;Gehuwd;Mbo4;;;1;0,62
7740;Evy van Zetten;Evy;van Zetten;13-10-1962;56,40874715;56;56 jaar;Staphorst;Overijssel;vrouw;Gehuwd;Mbo2 en mbo3;1;103 Vakspecialisten gezondheidszorg;0;2,07
7741;Rosanne  Stegeman;Rosanne;Stegeman;18-10-1976;42,38584159;42;42 jaar;Amstelveen;Noord-Holland;vrouw;Gehuwd;;;;2;22,3
7742;Ruud  Nelisse;Ruud;Nelisse;29-9-1979;39,4360228;39;39 jaar;Amsterdam;Noord-Holland;;;;;;4;1,9
7743;Deborah  Boersma;Deborah;Boersma;20-12-1988;30,20510711;30;30 jaar;De Fryske Marren;Friesland;;;;;;4;11,63
7744;Jörn  Wekking;Jörn;Wekking;27-6-1949;69,71243359;69;69 jaar;Lingewaard;Gelderland;;;;;;4;0,47
7745;Mike  Verlinde;Mike;Verlinde;25-5-1994;24,7728369;24;24 jaar;Dongeradeel;Friesland;;;;;;4;2,71
7746;Rick van Zwam;Rick;van Zwam;4-3-1967;52,01846583;52;52 jaar;Breda;Noord-Brabant;man;Gehuwd;Vmbo-g/t, havo-, vwo-onderbouw;1;043 Administratief personeel;0;2,48
7747;Melisa  Koster;Melisa;Koster;30-12-1953;65,20078407;65;65 jaar;Tilburg;Noord-Brabant;vrouw;Gehuwd;Mbo2 en mbo3;0;;0;19,91
7748;Lars van Laerhoven;Lars;van Laerhoven;9-8-1977;41,57744372;41;41 jaar;Oldenzaal;Overijssel;man;Gehuwd;Basisonderwijs;1;041 Specialisten bedrijfsbeheer en ad.;0;0,89
7749;Lucca  Driessen;Lucca;Driessen;15-7-1961;57,65643416;57;57 jaar;Capelle aan den IJssel;Zuid-Holland;;;;;;4;2,02
7750;Rob  Kooistra;Rob;Kooistra;25-9-1969;49,4523487;49;49 jaar;Sittard-Geleen;Limburg;man;Gehuwd;Vmbo-g/t, havo-, vwo-onderbouw;1;033 Verkopers;0;1,64
7751;Lorenzo  Roos;Lorenzo;Roos;26-9-1987;31,43890769;31;31 jaar;Ommen;Overijssel;man;Ongehuwd;Vmbo-b/k, mbo1;1;033 Verkopers;0;12,86
7752;Jeremy van Erp;Jeremy;van Erp;30-3-1956;62,95068951;62;62 jaar;Velsen;Noord-Holland;man;Gescheiden;Basisonderwijs;;;1;0,02
7753;Arjan  Geurtsen;Arjan;Geurtsen;10-9-1974;44,49238173;44;44 jaar;Arnhem;Gelderland;;;;;;4;9,95
7754;Jesper  Westerhof;Jesper;Westerhof;10-10-1964;54,4141946;54;54 jaar;Midden-Drenthe;Drenthe;;;;;;4;23,65
7755;Dennis  Hol;Dennis;Hol;1-7-1986;32,67674863;32;32 jaar;Castricum;Noord-Holland;man;Ongehuwd;Mbo4;1;042 Vakspecialisten bedrijfsbeheer en...;0;2,81
7756;Kick  Schröder;Kick;Schröder;27-5-1987;31,77268882;31;31 jaar;Zoetermeer;Zuid-Holland;man;Ongehuwd;Hbo-, wo-bachelor;1;041 Specialisten bedrijfsbeheer en ad.;0;1,12
7757;Maurice  Hogenes;Maurice;Hogenes;29-7-1957;61,62147651;61;61 jaar;Lisse;Zuid-Holland;man;Gescheiden;Basisonderwijs;1;122 Hulpkrachten transport en logistiek;0;14,99
7758;Nienke  Breedveld;Nienke;Breedveld;17-11-1959;59,31550029;59;59 jaar;Vlaardingen;Zuid-Holland;vrouw;Gehuwd;Vmbo-b/k, mbo1;1;122 Hulpkrachten transport en logistiek;0;6,56
7759;Marleen  Wouda;Marleen;Wouda;10-3-1971;47,99835331;47;47 jaar;Texel;Noord-Holland;vrouw;;;;;3;19,41
7760;Gabriëlle van Wieringen;Gabriëlle;van Wieringen;25-8-1958;60,5471023;60;60 jaar;Oldenzaal;Overijssel;vrouw;;;0;;2;1,14
7761;Alysha  Dol;Alysha;Dol;2-9-1957;61,52402419;61;61 jaar;Veenendaal;Utrecht;;;;;;4;4,26
7762;Thom de Vries;Thom;de Vries;30-1-1950;69,11933768;69;69 jaar;Soest;Utrecht;man;Gescheiden;Hbo-, wo-master, doctor;0;;0;13,17
7763;Marco  Dijkstra;Marco;Dijkstra;15-11-1980;38,30594248;38;38 jaar;'s-Hertogenbosch;Noord-Brabant;man;Ongehuwd;Mbo4;1;031 Adviseurs marketing, public relat.;0;7,92
7764;Merlijn  Broekman;Merlijn;Broekman;22-6-1941;77,73370076;77;77 jaar;Alkmaar;Noord-Holland;man;Gescheiden;Mbo2 en mbo3;0;;0;19,91
7765;Chuck  Lievaart;Chuck;Lievaart;17-11-1973;45,30562979;45;45 jaar;Zoetermeer;Zuid-Holland;man;Gehuwd;Hbo-, wo-master, doctor;1;052 Managers op administratief en com...;0;2,63
7766;Colin  Brussé;Colin;Brussé;30-1-1971;48,10531799;48;48 jaar;Leidschendam-Voorburg;Zuid-Holland;man;Ongehuwd;Basisonderwijs;1;032 Vertegenwoordigers en inkopers;0;21,04
7767;Petrus  Aydin;Petrus;Aydin;30-5-1985;33,76635795;33;33 jaar;'s-Gravenhage (gemeente);Zuid-Holland;;;;;;4;6,18
7768;Jeffrey  Prince;Jeffrey;Prince;12-5-1992;26,80912575;26;26 jaar;Amsterdam;Noord-Holland;man;Ongehuwd;Mbo4;1;102 Specialisten op maatschappelijk g...;0;8,23
7769;Ahmet  Brandsma;Ahmet;Brandsma;10-4-1979;39,90757833;39;39 jaar;Tilburg;Noord-Brabant;man;Ongehuwd;Mbo2 en mbo3;1;011 Docenten;0;9,53
7770;Kees  Veldman;Kees;Veldman;4-9-1934;84,536449;84;84 jaar;Duiven;Gelderland;man;Gehuwd;Basisonderwijs;0;;0;1,64
7771;Nick  Pasma;Nick;Pasma;25-12-1973;45,20060704;45;45 jaar;Dordrecht;Zuid-Holland;;;;;;4;1,02
7772;Dion  Vonk;Dion;Vonk;19-3-1970;48,97417957;48;48 jaar;Utrecht (gemeente);Utrecht;;;;;;4;3,14
7773;Merit  Cohen;Merit;Cohen;15-4-1945;73,91673045;73;73 jaar;Bergen op Zoom;Noord-Brabant;;;;;;4;5,09
7774;Christian van Loon;Christian;van Loon;23-9-1963;55,46375618;55;55 jaar;Best;Noord-Brabant;man;Gehuwd;Havo, vwo;1;121 Bestuurders voertuigen en bediene...;0;9,18
7775;Jan van Dis;Jan;van Dis;5-12-1981;37,25117807;37;37 jaar;Groningen (gemeente);Groningen;man;Gehuwd;Basisonderwijs;0;;0;0,67
7776;Mario  Cornelissen;Mario;Cornelissen;2-9-1939;79,53878214;79;79 jaar;Aa en Hunze;Drenthe;;;;;;4;1,27
7777;Maha  Broekman;Maha;Broekman;23-6-1978;40,70569576;40;40 jaar;Zaanstad;Noord-Holland;vrouw;Ongehuwd;Hbo-, wo-master, doctor;0;;0;16,91
7778;Danny de Water;Danny;de Water;9-1-1965;54,16495358;54;54 jaar;Enschede;Overijssel;man;;;1;081 Specialisten ICT;2;3,33
7779;Salina de Nijs;Salina;de Nijs;11-1-1995;24,14168828;24;24 jaar;'s-Gravenhage (gemeente);Zuid-Holland;;;;;;4;5,56
7780;Sanne van Oosten;Sanne;van Oosten;23-10-1955;63,38639411;63;63 jaar;De Bilt;Utrecht;;;Hbo-, wo-bachelor;;;3;11,06
7781;Michael  Crum;Michael;Crum;30-1-2000;19,08578715;19;19 jaar;Maastricht;Limburg;;;;;;4;0,16
7782;Suzanne  Albers;Suzanne;Albers;30-12-1997;21,17007415;21;21 jaar;Waadhoeke;Friesland;;;;;;4;2,59
7783;Joost den Hartog;Joost;den Hartog;10-12-1976;42,24093046;42;42 jaar;Leeuwarden;Friesland;man;Gehuwd;Vmbo-b/k, mbo1;;;1;20,68
7784;Elsbeth  Wouters;Elsbeth;Wouters;1-4-1987;31,92709426;31;31 jaar;Urk;Flevoland;vrouw;Ongehuwd;Hbo-, wo-master, doctor;1;033 Verkopers;0;0,83
7785;Kelly van Kessel;Kelly;van Kessel;28-7-1936;82,63646234;82;82 jaar;Venray;Limburg;vrouw;Gehuwd;Basisonderwijs;0;;0;6,73
7786;Silke  Viergever;Silke;Viergever;2-11-1972;46,34535315;46;46 jaar;Katwijk;Zuid-Holland;vrouw;Ongehuwd;Hbo-, wo-bachelor;1;103 Vakspecialisten gezondheidszorg;0;4,38
7787;Francisco  Smits;Francisco;Smits;23-12-1992;26,19213882;26;26 jaar;Lopik;Utrecht;man;;Havo, vwo;;;2;2,22
7788;Dylan  Wesseling;Dylan;Wesseling;28-1-1977;42,10546584;42;42 jaar;Valkenswaard;Noord-Brabant;man;Gescheiden;Hbo-, wo-master, doctor;1;073 Bouwarbeiders;0;18,8
7789;Ryan van Meer;Ryan;van Meer;3-4-1994;24,91601868;24;24 jaar;Bunschoten;Utrecht;man;Ongehuwd;Basisonderwijs;1;072 Vakspecialisten natuur en techniek;0;5,14
7790;Emma den Brok;Emma;den Brok;11-6-1962;56,74860596;56;56 jaar;Roermond;Limburg;vrouw;;;;;3;0,11
7791;Neomi  Brouwer;Neomi;Brouwer;8-8-1991;27,57070512;27;27 jaar;Leeuwarden;Friesland;vrouw;Ongehuwd;Mbo2 en mbo3;1;041 Specialisten bedrijfsbeheer en ad.;0;8,99
7792;Joeri de Groot;Joeri;de Groot;4-4-1963;55,93668281;55;55 jaar;Ede;Gelderland;man;;;;;3;0,6
7793;Adrianus  Bakkers;Adrianus;Bakkers;22-2-2001;18,02008373;18;18 jaar;Best;Noord-Brabant;man;Ongehuwd;Mbo4;0;;0;0,02
7794;Lieve van der Sluis;Lieve;van der Sluis;19-12-1969;49,22147434;49;49 jaar;Groningen (gemeente);Groningen;vrouw;Gescheiden;Mbo2 en mbo3;1;012 Sportinstructeurs;0;10,82
7795;Juliet  Schreuder;Juliet;Schreuder;25-10-1958;60,3789042;60;60 jaar;Bergen (NH.);Noord-Holland;vrouw;;;0;;2;2,99
7796;Marc  Li;Marc;Li;25-3-1950;68,97255773;68;68 jaar;Meerssen;Limburg;;;;;;4;1,35
7797;Leandro  Roelofs;Leandro;Roelofs;30-1-1993;26,08971001;26;26 jaar;Leiden;Zuid-Holland;;;;;;4;1,12
7798;Brandon  Vranken;Brandon;Vranken;3-7-1975;43,68109767;43;43 jaar;Utrecht (gemeente);Utrecht;man;;Mbo2 en mbo3;1;071 Ingenieurs en onderzoekers wis.;1;0,09
7799;Maria van Lierop;Maria;van Lierop;11-11-1975;43,3217034;43;43 jaar;Bronckhorst;Gelderland;vrouw;Gehuwd;;1;043 Administratief personeel;1;1,4
7800;Menno van der Veen;Menno;van der Veen;30-7-1996;22,59071766;22;22 jaar;Opmeer;Noord-Holland;man;Ongehuwd;Vmbo-g/t, havo-, vwo-onderbouw;1;122 Hulpkrachten transport en logistiek;0;4,05
7801;Sonia  Koek;Sonia;Koek;13-8-1982;36,56314414;36;36 jaar;'s-Hertogenbosch;Noord-Brabant;;;;;;4;2,14
7802;Giel  Blok;Giel;Blok;26-5-1990;28,77362874;28;28 jaar;Roermond;Limburg;man;Ongehuwd;Hbo-, wo-master, doctor;;;1;2,28
7803;Myrte  Domburg;Myrte;Domburg;16-9-1962;56,48374392;56;56 jaar;Leiden;Zuid-Holland;vrouw;Gehuwd;Vmbo-b/k, mbo1;1;122 Hulpkrachten transport en logistiek;0;4,31
7804;Mario van der Zwan;Mario;van der Zwan;28-1-1996;23,0955937;23;23 jaar;Heerlen;Limburg;;;;;;4;1,36
7805;Jacqueline de Hoogh;Jacqueline;de Hoogh;11-3-1982;36,98751248;36;36 jaar;'s-Gravenhage (gemeente);Zuid-Holland;;;;;;4;1,11
7806;Marieke  Verhoeven;Marieke;Verhoeven;7-7-1946;72,68949505;72;72 jaar;Voorst;Gelderland;;;;;;4;2,42
7807;Kim  Kools;Kim;Kools;7-1-1961;58,17470544;58;58 jaar;Smallingerland;Friesland;;;;;;4;1,2
